algorithm, domain, instance, cost, generated, time, gen_per_sec
dfid, TopSpinC16x4, 10 11 12 5 14 2 1 0 6 7 3 9 13 4 8 15 , 8, 126396494, 23.276608, 5430194.000000
dfid, TopSpinC16x4, 5 4 9 12 8 1 2 3 6 14 11 7 13 0 10 15 , na, na, na, na
dfid, TopSpinC16x4, 13 8 2 10 14 4 6 0 9 1 12 11 5 7 3 15 , na, na, na, na
dfid, TopSpinC16x4, 10 11 12 14 4 5 1 13 7 6 2 3 8 9 0 15 , 6, 5107487, 0.344173, 14839882.000000
dfid, TopSpinC16x4, 14 2 7 11 6 9 1 10 5 4 13 0 8 12 3 15 , na, na, na, na
dfid, TopSpinC16x4, 1 3 7 6 8 5 4 2 9 0 12 14 13 11 10 15 , 8, 309976004, 20.976933, 14776994.000000
dfid, TopSpinC16x4, 3 2 1 0 12 5 6 7 11 10 4 8 9 13 14 15 , 6, 1483946, 0.099834, 14864134.000000
dfid, TopSpinC16x4, 0 12 13 14 4 3 2 1 8 7 6 5 9 10 11 15 , 4, 21728, 0.001427, 15226349.000000
dfid, TopSpinC16x4, 0 1 2 3 7 6 5 9 10 11 4 14 13 12 8 15 , 4, 98352, 0.006504, 15121771.000000
dfid, TopSpinC16x4, 11 1 14 8 3 0 2 5 6 9 13 4 7 12 10 15 , na, na, na, na
dfid, TopSpinC16x4, 0 4 3 6 7 2 1 5 8 9 10 14 13 12 11 15 , 4, 70452, 0.013448, 5238846.000000
dfid, TopSpinC16x4, 3 5 4 12 10 8 9 11 13 1 14 0 7 2 6 15 , na, na, na, na
dfid, TopSpinC16x4, 8 0 13 3 9 11 2 1 5 10 12 14 6 7 4 15 , na, na, na, na
dfid, TopSpinC16x4, 1 2 12 7 6 8 4 14 13 11 0 9 5 10 3 15 , na, na, na, na
dfid, TopSpinC16x4, 0 1 5 4 3 11 7 6 2 10 13 12 8 9 14 15 , 4, 79826, 0.014336, 5568220.000000
dfid, TopSpinC16x4, 14 2 3 4 7 11 10 5 6 9 8 12 13 1 0 15 , 4, 72356, 0.004767, 15178518.000000
dfid, TopSpinC16x4, 3 2 1 0 8 9 13 12 4 5 6 7 11 10 14 15 , 6, 1622341, 0.110233, 14717380.000000
dfid, TopSpinC16x4, 0 8 14 4 3 6 11 10 2 12 5 1 13 9 7 15 , na, na, na, na
dfid, TopSpinC16x4, 8 5 12 11 9 10 13 0 1 3 7 6 2 4 14 15 , 8, 239062798, 43.682159, 5472779.000000
dfid, TopSpinC16x4, 14 13 4 5 1 2 8 9 3 6 7 0 12 11 10 15 , 6, 6765123, 1.233361, 5485112.000000
dfid, TopSpinC16x4, 5 6 8 7 3 2 9 10 11 12 13 14 4 1 0 15 , 4, 53337, 0.009547, 5586781.500000
dfid, TopSpinC16x4, 2 1 5 6 9 13 12 7 14 10 11 8 3 4 0 15 , 6, 5095757, 0.940975, 5415401.000000
dfid, TopSpinC16x4, 7 12 4 3 6 5 13 9 2 14 8 11 1 10 0 15 , 8, 87605723, 17.184565, 5097930.500000
dfid, TopSpinC16x4, 3 4 12 11 6 5 8 7 10 9 13 14 2 1 0 15 , 4, 47026, 0.008409, 5592341.500000
dfid, TopSpinC16x4, 14 13 5 1 0 3 2 9 8 7 6 10 11 12 4 15 , 4, 103882, 0.018998, 5468049.000000
dfid, TopSpinC16x4, 0 3 14 11 12 2 1 13 4 5 6 7 8 9 10 15 , 4, 34957, 0.006244, 5598494.500000
dfid, TopSpinC16x4, 0 4 5 1 2 3 6 13 9 8 7 12 11 10 14 15 , 4, 44260, 0.007921, 5587678.500000
dfid, TopSpinC16x4, 9 8 14 0 1 5 4 10 6 7 11 3 2 12 13 15 , 8, 510334701, 43.026772, 11860864.000000
dfid, TopSpinC16x4, 3 4 9 13 6 5 8 7 12 11 10 14 2 1 0 15 , 4, 47134, 0.003098, 15214331.000000
dfid, TopSpinC16x4, 6 7 5 2 14 10 9 12 0 1 13 3 8 11 4 15 , na, na, na, na
dfid, TopSpinC16x4, 0 4 3 2 1 5 9 8 7 6 10 11 12 13 14 15 , 2, 451, 0.000026, 17346154.000000
dfid, TopSpinC16x4, 7 5 13 12 2 8 11 1 6 9 10 14 0 3 4 15 , na, na, na, na
dfid, TopSpinC16x4, 3 4 5 9 8 7 12 11 10 6 13 0 1 2 14 15 , 4, 89892, 0.016124, 5575043.000000
dfid, TopSpinC16x4, 0 1 2 3 4 8 7 6 5 12 11 10 9 13 14 15 , 2, 1114, 0.000175, 6365714.500000
dfid, TopSpinC16x4, 11 3 13 1 6 4 5 12 9 0 7 10 14 8 2 15 , na, na, na, na
dfid, TopSpinC16x4, 1 0 4 5 9 11 10 8 13 2 6 7 3 14 12 15 , na, na, na, na
dfid, TopSpinC16x4, 14 1 0 13 4 3 2 10 11 12 9 8 7 5 6 15 , na, na, na, na
dfid, TopSpinC16x4, 3 2 1 0 4 11 9 5 8 10 7 13 12 6 14 15 , 8, 106051799, 19.369419, 5475218.500000
dfid, TopSpinC16x4, 0 1 2 6 7 3 4 5 10 11 12 8 9 13 14 15 , 4, 71217, 0.013287, 5359900.500000
dfid, TopSpinC16x4, 3 0 7 6 2 1 5 4 8 9 10 11 12 13 14 15 , 4, 30642, 0.006841, 4479169.500000
dfid, TopSpinC16x4, 1 11 2 12 10 6 14 4 8 9 0 3 13 5 7 15 , na, na, na, na
dfid, TopSpinC16x4, 8 3 5 12 11 7 10 6 2 4 1 14 13 9 0 15 , na, na, na, na
dfid, TopSpinC16x4, 4 5 8 9 10 11 12 2 1 0 13 14 3 7 6 15 , 6, 6870289, 1.254275, 5477498.500000
dfid, TopSpinC16x4, 0 10 3 2 1 6 5 4 7 8 9 12 11 13 14 15 , 6, 2369605, 0.433648, 5464351.500000
dfid, TopSpinC16x4, 14 12 10 13 7 8 9 11 0 2 1 6 3 4 5 15 , na, na, na, na
dfid, TopSpinC16x4, 2 9 3 7 1 10 11 4 8 5 14 13 12 6 0 15 , 8, 157806984, 25.125671, 6280707.000000
dfid, TopSpinC16x4, 2 3 4 7 8 12 5 6 11 10 9 14 13 1 0 15 , 6, 4078812, 0.748480, 5449460.000000
dfid, TopSpinC16x4, 3 4 7 14 10 9 8 13 12 11 2 6 5 0 1 15 , 6, 4251465, 0.778532, 5460873.500000
dfid, TopSpinC16x4, 0 5 10 14 13 4 3 11 7 12 8 9 6 1 2 15 , 8, 153211834, 28.050327, 5462034.000000
dfid, TopSpinC16x4, 8 9 5 4 3 13 14 12 0 1 7 11 2 6 10 15 , na, na, na, na
dfid, TopSpinC16x4, 0 6 11 13 7 1 12 3 4 5 9 14 2 8 10 15 , na, na, na, na
dfid, TopSpinC16x4, 0 1 2 6 5 4 3 7 8 9 10 14 13 12 11 15 , 2, 842, 0.000167, 5041916.000000
dfid, TopSpinC16x4, 11 12 0 14 1 2 10 7 4 3 9 6 5 8 13 15 , na, na, na, na
dfid, TopSpinC16x4, 7 14 8 1 12 0 3 6 11 13 4 5 2 10 9 15 , na, na, na, na
dfid, TopSpinC16x4, 14 8 9 0 3 4 5 1 2 6 7 11 12 13 10 15 , 6, 4957580, 0.902986, 5490207.000000
dfid, TopSpinC16x4, 11 2 13 4 3 9 8 12 0 5 6 7 10 1 14 15 , 8, 368003461, 67.095306, 5484787.000000
dfid, TopSpinC16x4, 13 1 9 10 12 2 6 11 7 8 5 3 14 4 0 15 , na, na, na, na
dfid, TopSpinC16x4, 12 2 11 5 6 1 14 13 10 4 3 9 8 7 0 15 , na, na, na, na
dfid, TopSpinC16x4, 3 4 6 5 7 8 11 10 9 12 13 14 2 1 0 15 , 6, 3198092, 0.583011, 5485475.000000
dfid, TopSpinC16x4, 14 13 12 0 1 2 3 4 5 9 8 7 6 10 11 15 , 2, 1568, 0.000252, 6222222.500000
dfid, TopSpinC16x4, 3 12 13 14 4 0 5 2 1 7 10 9 8 6 11 15 , 8, 123018555, 22.438847, 5482392.000000
dfid, TopSpinC16x4, 4 5 1 11 7 6 2 10 3 13 8 9 0 12 14 15 , 8, 292202947, 53.326881, 5479468.000000
dfid, TopSpinC16x4, 7 11 5 2 0 4 8 3 1 6 10 14 12 13 9 15 , na, na, na, na
dfid, TopSpinC16x4, 2 9 5 4 11 10 0 12 7 6 1 13 3 8 14 15 , 8, 417130089, 76.069649, 5483528.500000
dfid, TopSpinC16x4, 0 1 2 3 4 8 5 9 10 7 6 14 13 12 11 15 , 4, 92782, 0.016950, 5473864.500000
dfid, TopSpinC16x4, 14 13 1 6 5 2 3 7 4 8 9 10 11 12 0 15 , 4, 70933, 0.012984, 5463108.500000
dfid, TopSpinC16x4, 0 13 9 5 12 2 3 4 1 8 10 11 6 7 14 15 , na, na, na, na
dfid, TopSpinC16x4, 5 6 1 10 9 13 12 11 0 3 2 14 7 8 4 15 , 8, 75314016, 13.866153, 5431500.500000
dfid, TopSpinC16x4, 14 1 0 8 5 2 4 3 7 6 12 13 9 11 10 15 , na, na, na, na
dfid, TopSpinC16x4, 14 11 13 5 3 12 2 8 10 9 4 0 1 6 7 15 , na, na, na, na
dfid, TopSpinC16x4, 6 9 0 1 5 4 3 2 7 13 8 12 11 14 10 15 , na, na, na, na
dfid, TopSpinC16x4, 14 10 1 2 3 4 8 9 5 6 7 13 12 11 0 15 , 4, 100654, 0.018059, 5573619.500000
dfid, TopSpinC16x4, 5 6 7 3 4 11 10 9 8 12 13 14 2 1 0 15 , 4, 17020, 0.003017, 5641365.500000
dfid, TopSpinC16x4, 0 1 2 3 4 11 7 6 5 8 12 13 10 9 14 15 , 4, 85877, 0.017797, 4825363.500000
dfid, TopSpinC16x4, 2 5 4 3 1 13 12 11 9 8 7 10 14 0 6 15 , na, na, na, na
dfid, TopSpinC16x4, 13 11 12 4 3 1 0 2 14 5 6 7 10 9 8 15 , 8, 607827086, 111.022385, 5474815.500000
dfid, TopSpinC16x4, 9 7 12 11 13 2 0 14 10 5 4 3 8 1 6 15 , na, na, na, na
dfid, TopSpinC16x4, 3 14 8 1 0 2 13 11 7 12 10 4 9 6 5 15 , na, na, na, na
dfid, TopSpinC16x4, 0 1 2 9 12 13 3 5 7 11 10 6 8 4 14 15 , na, na, na, na
dfid, TopSpinC16x4, 8 1 2 3 12 0 4 5 6 7 11 14 13 9 10 15 , 6, 2180959, 0.398189, 5477195.500000
dfid, TopSpinC16x4, 6 8 3 2 5 4 7 11 10 1 0 12 9 13 14 15 , 8, 85801012, 15.731157, 5454208.500000
dfid, TopSpinC16x4, 5 6 14 12 1 0 7 8 4 10 11 2 3 9 13 15 , na, na, na, na
dfid, TopSpinC16x4, 4 7 1 8 9 0 3 2 5 6 10 11 12 13 14 15 , 6, 4774749, 1.179606, 4047749.250000
dfid, TopSpinC16x4, 4 9 8 2 3 10 7 11 12 6 14 0 1 5 13 15 , na, na, na, na
dfid, TopSpinC16x4, 14 7 2 3 11 10 6 0 4 5 8 9 13 1 12 15 , na, na, na, na
dfid, TopSpinC16x4, 13 12 11 3 2 7 14 8 1 4 5 0 6 9 10 15 , na, na, na, na
dfid, TopSpinC16x4, 0 4 8 1 7 11 12 9 10 5 6 14 3 13 2 15 , na, na, na, na
dfid, TopSpinC16x4, 7 4 13 3 6 1 0 12 11 9 14 5 10 2 8 15 , na, na, na, na
dfid, TopSpinC16x4, 4 5 1 0 2 3 8 7 6 9 13 12 11 10 14 15 , 6, 1467575, 0.270945, 5416505.000000
dfid, TopSpinC16x4, 14 7 12 11 6 5 4 8 9 10 1 2 0 3 13 15 , na, na, na, na
dfid, TopSpinC16x4, 0 7 3 2 1 6 5 4 8 9 10 11 12 13 14 15 , 2, 422, 0.000106, 3981132.000000
dfid, TopSpinC16x4, 0 1 2 6 5 4 12 8 7 3 11 14 13 9 10 15 , 4, 89874, 0.017899, 5021174.500000
dfid, TopSpinC16x4, 3 2 1 4 5 6 7 8 13 14 11 12 9 10 0 15 , 6, 7341128, 1.386714, 5293902.000000
dfid, TopSpinC16x4, 4 3 2 10 11 7 6 9 8 12 13 14 5 1 0 15 , 4, 61365, 0.011294, 5433416.000000
dfid, TopSpinC16x4, 14 13 0 4 3 2 5 9 8 7 6 1 12 10 11 15 , na, na, na, na
dfid, TopSpinC16x4, 14 13 1 4 5 6 2 3 7 11 10 9 8 12 0 15 , 4, 60007, 0.010861, 5524997.500000
dfid, TopSpinC16x4, 2 1 7 5 14 3 13 4 10 11 12 9 8 6 0 15 , na, na, na, na
dfid, TopSpinC16x4, 0 6 12 3 5 9 7 2 8 13 11 10 1 4 14 15 , na, na, na, na
dfid, TopSpinC16x4, 2 10 6 4 5 0 12 11 8 1 13 3 7 9 14 15 , na, na, na, na
dfid, TopSpinC16x4, 14 2 3 4 7 8 9 5 6 13 12 11 10 1 0 15 , 4, 72531, 0.012898, 5623430.000000
dfid, TopSpinC16x4, 0 1 5 4 3 7 13 10 11 12 9 8 14 2 6 15 , 8, 428545173, 80.323738, 5335224.500000
dfid, TopSpinC16x4, 0 6 9 8 4 5 10 14 13 12 11 3 7 1 2 15 , 6, 3451068, 0.635943, 5426694.000000
dfid, TopSpinC16x4, 0 12 11 2 1 13 14 3 7 6 5 4 8 9 10 15 , 4, 64223, 0.011997, 5353255.000000
dfid, TopSpinC16x4, 2 1 5 9 8 10 12 7 6 11 13 0 3 4 14 15 , na, na, na, na
dfid, TopSpinC16x4, 3 5 14 7 1 4 13 9 8 10 11 12 2 6 0 15 , 8, 222640903, 41.113792, 5415236.000000
