algorithm, domain, instance, cost, generated, time, gen_per_sec
dfid, 11Puzzle4x3, 1 2 5 3 4 8 7 9 11 6 B 10 , 10, 7822, 0.000932, 8392704.000000
dfid, 11Puzzle4x3, 3 5 B 7 2 1 4 6 8 9 10 11 , 12, 19394, 0.002290, 8468996.000000
dfid, 11Puzzle4x3, 1 4 8 2 10 5 7 9 6 3 B 11 , 24, 74272075, 9.737199, 7627663.000000
dfid, 11Puzzle4x3, 1 5 4 3 B 2 6 7 10 9 11 8 , 12, 26075, 0.004520, 5768805.500000
dfid, 11Puzzle4x3, 1 2 5 3 4 8 7 11 B 6 9 10 , 10, 9169, 0.001580, 5803164.500000
dfid, 11Puzzle4x3, 3 1 2 4 7 5 6 10 8 9 B 11 , 4, 128, 0.000023, 5565217.500000
dfid, 11Puzzle4x3, 1 4 2 10 3 5 B 6 8 9 7 11 , 14, 124913, 0.021451, 5823178.500000
dfid, 11Puzzle4x3, 3 5 B 4 7 8 6 1 2 9 11 10 , 26, 216306480, 28.391376, 7618738.500000
dfid, 11Puzzle4x3, 5 3 4 1 2 8 6 7 11 9 B 10 , 14, 68128, 0.007969, 8549127.000000
dfid, 11Puzzle4x3, 4 2 5 8 6 3 7 11 B 9 1 10 , 24, 89799933, 16.599470, 5409807.500000
dfid, 11Puzzle4x3, 3 2 7 6 B 4 5 10 8 9 11 1 , 22, 29486539, 5.843061, 5046420.000000
dfid, 11Puzzle4x3, 8 1 2 3 B 4 10 5 7 6 9 11 , 20, 7491077, 1.378967, 5432383.000000
dfid, 11Puzzle4x3, 1 2 5 6 3 4 7 10 8 9 B 11 , 8, 2230, 0.000430, 5186046.500000
dfid, 11Puzzle4x3, 1 4 2 3 B 5 10 7 8 6 9 11 , 8, 2052, 0.000399, 5142857.000000
dfid, 11Puzzle4x3, 4 3 2 6 B 8 5 1 7 9 10 11 , 12, 29727, 0.005718, 5198846.000000
dfid, 11Puzzle4x3, 4 2 1 3 B 10 6 5 11 7 9 8 , 24, 84614480, 16.798132, 5037136.500000
dfid, 11Puzzle4x3, 3 1 2 4 7 5 B 6 8 9 10 11 , 4, 145, 0.000029, 5000000.000000
dfid, 11Puzzle4x3, 7 6 4 10 1 2 9 3 5 11 B 8 , 22, 15658606, 3.010337, 5201612.000000
dfid, 11Puzzle4x3, 1 2 B 3 6 5 7 8 11 4 9 10 , 16, 209562, 0.040774, 5139599.000000
dfid, 11Puzzle4x3, 3 1 2 6 B 5 10 4 11 8 9 7 , 14, 105545, 0.020540, 5138510.000000
dfid, 11Puzzle4x3, 3 2 B 6 1 5 10 4 8 7 9 11 , 10, 4760, 0.000944, 5042372.500000
dfid, 11Puzzle4x3, 3 2 5 4 1 8 6 7 11 9 B 10 , 8, 1278, 0.000246, 5195121.500000
dfid, 11Puzzle4x3, 5 8 2 3 6 1 4 11 B 9 7 10 , 22, 21072091, 4.332222, 4864038.000000
dfid, 11Puzzle4x3, 5 6 1 3 B 8 9 2 4 10 7 11 , 18, 1243683, 0.238835, 5207289.500000
dfid, 11Puzzle4x3, 5 3 8 1 B 11 6 2 4 9 7 10 , 18, 1241590, 0.238465, 5206592.000000
dfid, 11Puzzle4x3, 1 4 2 3 7 5 6 10 8 9 B 11 , 4, 120, 0.000022, 5454545.500000
dfid, 11Puzzle4x3, 4 3 2 1 7 5 B 11 10 6 9 8 , 14, 83189, 0.015977, 5206797.000000
dfid, 11Puzzle4x3, 3 1 2 7 6 8 5 4 11 9 B 10 , 14, 80019, 0.015477, 5170188.000000
dfid, 11Puzzle4x3, 1 2 B 3 4 5 6 7 8 9 10 11 , 2, 13, 0.000003, 4333333.000000
