algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
dfid, manhatan, 15Puzzle, 1 6 12 14 3 2 15 8 4 5 13 9 B 7 11 10 , 55, 39, 56153862, 17.390612, 3228975.750000
dfid, manhatan, 15Puzzle, 12 6 B 4 7 3 15 1 13 9 8 11 2 14 5 10 , 52, 36, 58449452, 18.073095, 3234058.750000
dfid, manhatan, 15Puzzle, 8 1 7 12 11 B 10 5 9 15 6 13 14 2 3 4 , 58, 40, 286223295, 88.590927, 3230842.000000
dfid, manhatan, 15Puzzle, 9 B 4 10 1 14 15 3 12 6 5 7 11 13 8 2 , 49, 35, 20566341, 6.346299, 3240682.500000
dfid, manhatan, 15Puzzle, 11 5 1 14 4 12 10 B 2 7 13 3 9 15 6 8 , 54, 36, 67027165, 20.742603, 3231376.750000
dfid, manhatan, 15Puzzle, 8 13 10 9 11 3 15 6 B 1 2 14 12 5 4 7 , 54, 36, 51602952, 15.937549, 3237822.500000
dfid, manhatan, 15Puzzle, 4 5 7 2 9 14 12 13 B 3 6 11 8 1 15 10 , 42, 30, 1021737, 0.318289, 3210092.000000
dfid, manhatan, 15Puzzle, 11 15 14 13 1 9 10 4 3 6 2 12 7 5 8 B , 64, 48, 40282837, 12.636582, 3187795.250000
dfid, manhatan, 15Puzzle, 12 9 B 6 8 3 5 14 2 4 11 7 10 1 15 13 , 50, 32, 99912555, 30.900181, 3233397.000000
dfid, manhatan, 15Puzzle, 3 14 9 7 12 15 B 4 1 8 5 6 11 10 2 13 , 51, 39, 8007724, 2.490873, 3214826.250000
dfid, manhatan, 15Puzzle, 8 4 6 1 14 12 2 15 13 10 9 5 3 7 B 11 , 49, 35, 13912662, 4.285953, 3246107.000000
dfid, manhatan, 15Puzzle, 6 10 1 14 15 8 3 5 13 B 2 7 4 9 11 12 , 47, 35, 1411256, 0.436555, 3232710.750000
dfid, manhatan, 15Puzzle, 8 11 4 6 7 3 10 9 2 12 15 13 B 1 5 14 , 49, 39, 1816395, 0.561321, 3235929.000000
dfid, manhatan, 15Puzzle, 10 B 2 4 5 1 6 12 11 13 9 7 15 3 14 8 , na, 33, na, na, na
dfid, manhatan, 15Puzzle, 12 5 13 11 2 10 B 9 7 8 4 3 14 6 15 1 , 53, 39, 63294261, 19.536043, 3239871.000000
